,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level,prob_not_leaving,prob_leaving
3452,SUTTER,0.77,0.8,3,207,3,0,0,0,sales,low,1,1.0,0.0
3453,LINDSTROM,0.8,0.94,4,200,4,0,0,0,sales,medium,2,1.0,0.0
3494,HOMAN,0.92,0.93,4,247,2,0,0,0,management,medium,2,1.0,0.0
3493,COTA,0.63,0.8,3,243,3,0,0,0,technical,medium,2,1.0,0.0
3491,PADRON,0.83,0.99,4,226,2,0,0,0,technical,low,1,1.0,0.0
3490,SWISHER,0.71,0.96,4,161,3,0,0,0,support,low,1,1.0,0.0
3485,HASKELL,0.56,0.75,4,192,2,0,0,0,support,low,1,1.0,0.0
3484,HOROWITZ,0.8,0.97,5,271,4,0,0,0,support,low,1,1.0,0.0
3483,LOVELESS,0.65,0.7,4,211,2,0,0,0,support,low,1,1.0,0.0
3482,BATCHELOR,0.78,0.92,5,137,2,0,0,0,support,low,1,1.0,0.0
3478,GLICK,0.49,0.76,3,208,2,0,0,0,technical,low,1,1.0,0.0
3473,KNOLL,0.13,0.91,4,175,5,0,0,0,technical,low,1,1.0,0.0
3471,KWON,0.95,0.93,3,209,2,0,0,0,technical,low,1,1.0,0.0
3469,PACKARD,0.9,0.79,4,236,3,1,0,0,technical,medium,2,1.0,0.0
3468,MAAS,1.0,0.79,5,152,4,0,0,0,hr,medium,2,1.0,0.0
3465,GABLE,0.59,0.83,4,239,4,0,0,0,hr,high,3,1.0,0.0
3464,FULMER,0.54,0.84,4,223,3,0,0,0,accounting,medium,2,1.0,0.0
3462,THIEL,0.87,0.74,3,209,3,0,0,0,accounting,medium,2,1.0,0.0
3455,LOERA,0.59,0.81,4,173,2,0,0,0,sales,medium,2,1.0,0.0
3200,LENNON,0.57,0.73,3,146,3,0,0,0,IT,high,3,1.0,0.0
3198,GLASER,0.98,0.95,4,250,2,1,0,0,product_mng,high,3,1.0,0.0
3197,ACKER,0.94,0.77,5,210,3,0,0,0,product_mng,high,3,1.0,0.0
2940,MCNEELY,0.54,0.98,3,197,3,0,0,0,technical,low,1,1.0,0.0
2954,FORTNER,0.98,0.96,5,139,3,0,0,0,support,medium,2,1.0,0.0
2953,TROUTMAN,0.67,0.7,5,159,3,1,0,0,support,medium,2,1.0,0.0
2950,LUONG,0.5,0.73,4,237,2,0,0,0,support,medium,2,1.0,0.0
2949,EDGE,0.15,0.86,3,204,4,0,0,0,support,medium,2,1.0,0.0
2948,PERRIN,0.83,0.93,4,261,2,0,0,0,support,medium,2,1.0,0.0
2946,BUTTERFIELD,0.51,0.79,5,267,3,0,0,0,technical,medium,2,1.0,0.0
2944,LINDQUIST,0.65,0.98,3,283,2,1,0,0,technical,low,1,1.0,0.0
2942,SPAIN,0.72,0.85,3,186,4,0,0,0,technical,low,1,1.0,0.0
2937,BRAXTON,0.91,0.7,4,196,2,0,0,0,technical,low,1,1.0,0.0
2913,OATES,0.84,0.74,3,139,3,0,0,0,sales,medium,2,1.0,0.0
2934,NEVILLE,0.77,0.75,4,225,3,0,0,0,hr,low,1,1.0,0.0
2931,HILDEBRAND,0.42,0.73,4,208,5,0,0,0,accounting,low,1,1.0,0.0
2930,PEPPER,0.93,0.86,4,219,3,0,0,0,accounting,low,1,1.0,0.0
2926,KIMBROUGH,0.82,0.84,3,139,2,1,0,0,sales,low,1,1.0,0.0
2925,HATTON,0.5,0.89,5,222,3,0,0,0,sales,low,1,1.0,0.0
2921,LARUE,0.79,0.89,4,240,3,0,0,0,sales,medium,2,1.0,0.0
2919,CHIU,0.5,0.79,3,186,3,0,0,0,sales,high,3,1.0,0.0
2918,ALVES,0.67,0.82,4,171,2,0,0,0,sales,medium,2,1.0,0.0
2956,MONK,0.85,0.79,3,157,4,0,0,0,support,medium,2,1.0,0.0
2957,POINDEXTER,0.75,0.7,5,269,3,0,0,0,support,medium,2,1.0,0.0
2958,RUPP,0.38,0.77,2,170,3,0,0,0,technical,high,3,1.0,0.0
2960,NEGRETE,0.63,0.89,4,246,3,0,0,0,technical,medium,2,1.0,0.0
2999,NESS,0.83,0.77,3,228,3,0,0,0,sales,medium,2,1.0,0.0
2994,BAUMGARTNER,0.64,0.96,4,152,5,0,0,0,sales,medium,2,1.0,0.0
2991,CEBALLOS,0.9,0.77,3,156,3,0,0,0,sales,medium,2,1.0,0.0
2989,NORIEGA,0.44,0.9,4,117,3,0,0,0,sales,medium,2,1.0,0.0
2988,STANFIELD,0.99,0.76,4,204,2,0,0,0,sales,medium,2,1.0,0.0
2986,RIDLEY,0.51,0.75,4,154,3,0,0,0,marketing,medium,2,1.0,0.0
2978,PAULSEN,0.88,0.86,3,187,3,0,0,0,marketing,low,1,1.0,0.0
2977,PALUMBO,0.66,0.95,3,133,3,0,0,0,marketing,low,1,1.0,0.0
2973,GRISSOM,0.66,0.7,4,161,3,0,0,0,RandD,low,1,1.0,0.0
2972,HARWOOD,0.22,0.8,4,287,4,0,0,0,RandD,low,1,1.0,0.0
2969,WATTERS,0.31,0.86,3,205,5,0,0,0,product_mng,low,1,1.0,0.0
2968,FAULK,0.24,0.85,4,155,5,0,0,0,product_mng,low,1,1.0,0.0
2967,BRICE,0.58,0.8,5,187,3,1,0,0,product_mng,low,1,1.0,0.0
2966,CHUN,0.73,0.86,4,196,4,1,0,0,IT,low,1,1.0,0.0
2964,SCHMID,0.14,0.83,5,175,6,1,0,0,IT,low,1,1.0,0.0
2963,BEAUCHAMP,0.72,0.87,3,238,3,0,0,0,IT,medium,2,1.0,0.0
2962,GRESHAM,0.99,0.84,5,138,2,0,0,0,IT,medium,2,1.0,0.0
2914,MESA,0.65,0.77,5,241,2,0,0,0,sales,medium,2,1.0,0.0
2912,BRUMFIELD,0.78,0.95,3,270,2,0,0,0,sales,medium,2,1.0,0.0
3006,DEVORE,0.84,0.85,3,153,4,0,0,0,accounting,low,1,1.0,0.0
2833,DOE,0.52,0.78,4,206,2,0,0,0,marketing,medium,2,1.0,0.0
2856,IRIZARRY,0.82,0.74,3,232,3,0,0,0,hr,low,1,1.0,0.0
2855,FONTAINE,0.86,0.86,3,155,4,0,0,0,accounting,low,1,1.0,0.0
2851,MILAM,0.69,0.76,5,222,3,1,0,0,sales,low,1,1.0,0.0
2850,REEDY,0.91,0.85,4,203,2,0,0,0,sales,low,1,1.0,0.0
2849,PERALES,0.65,0.72,3,134,3,0,0,0,sales,low,1,1.0,0.0
2848,FARNSWORTH,0.53,0.92,3,207,4,1,0,0,sales,low,1,1.0,0.0
2847,YOON,0.76,0.78,3,189,2,0,0,0,sales,low,1,1.0,0.0
2843,BROUGHTON,0.5,0.95,5,137,3,0,0,0,sales,medium,2,1.0,0.0
2832,EDGAR,0.54,0.78,4,176,2,0,0,0,marketing,medium,2,1.0,0.0
2907,BOLAND,0.32,0.8,3,263,3,0,0,0,marketing,medium,2,1.0,0.0
2831,CYR,0.49,0.96,3,140,3,0,0,0,marketing,medium,2,1.0,0.0
2830,ASHTON,0.84,0.92,4,274,3,0,0,0,management,medium,2,1.0,0.0
2826,SHELBY,0.62,0.9,4,155,4,0,0,0,sales,low,1,1.0,0.0
2825,SOMMER,0.64,0.73,3,142,3,0,0,0,marketing,low,1,1.0,0.0
2824,SPURLOCK,0.2,0.89,6,244,3,0,0,0,RandD,low,1,1.0,0.0
2823,WOO,0.75,0.89,3,196,3,0,0,0,RandD,low,1,1.0,0.0
2822,BEVERLY,0.82,0.99,5,252,3,1,0,0,RandD,low,1,1.0,0.0
2817,KOLB,0.99,1.0,4,223,2,1,0,0,product_mng,low,1,1.0,0.0
2857,SELBY,0.35,0.8,3,137,5,0,0,0,hr,low,1,1.0,0.0
2858,PUENTE,0.93,0.99,4,136,4,0,0,0,hr,low,1,1.0,0.0
2859,NEW,0.55,0.77,3,237,2,0,0,0,hr,low,1,1.0,0.0
2861,DOUGHTY,0.91,0.89,4,144,3,1,0,0,technical,low,1,1.0,0.0
2905,ORDONEZ,0.69,0.9,2,155,2,0,0,0,technical,low,1,1.0,0.0
2902,CHAMPAGNE,0.93,0.98,4,160,3,0,0,0,sales,low,1,1.0,0.0
2901,MCHENRY,0.5,0.7,3,274,3,0,0,0,marketing,low,1,1.0,0.0
2896,BACH,0.6,0.99,3,187,2,0,0,0,RandD,low,1,1.0,0.0
2894,BRINSON,0.94,0.87,4,240,3,0,0,0,product_mng,low,1,1.0,0.0
2888,AHMAD,0.66,0.75,4,203,3,1,0,0,IT,low,1,1.0,0.0
2886,CASON,0.97,0.7,3,203,3,0,0,0,IT,low,1,1.0,0.0
2885,HARLEY,0.68,0.84,3,239,2,0,0,0,management,medium,2,1.0,0.0
2882,MCALISTER,0.92,0.94,5,248,3,0,0,0,technical,medium,2,1.0,0.0
2880,SHANKS,0.65,0.84,3,154,3,0,0,0,support,high,3,1.0,0.0
2879,PATTEN,0.55,0.72,3,110,3,0,0,0,support,medium,2,1.0,0.0
2875,BILLINGSLEY,0.69,0.82,4,208,2,0,0,0,support,medium,2,1.0,0.0
2874,LYMAN,0.54,0.95,3,221,3,0,0,0,support,medium,2,1.0,0.0
2870,VALDIVIA,0.75,0.79,4,145,3,0,0,0,technical,medium,2,1.0,0.0
2868,DYSON,0.59,0.75,2,156,3,0,0,0,technical,medium,2,1.0,0.0
2866,CARLIN,0.65,0.99,4,200,4,0,0,0,technical,low,1,1.0,0.0
2865,SMALLEY,0.58,0.76,5,260,2,1,0,0,technical,low,1,1.0,0.0
3001,CHOATE,0.66,0.75,5,227,3,1,0,0,sales,medium,2,1.0,0.0
3007,WHATLEY,0.95,0.79,4,174,3,0,0,0,accounting,low,1,1.0,0.0
3192,POSTON,0.49,0.76,5,237,3,0,0,0,IT,high,3,1.0,0.0
3132,PLUNKETT,0.5,0.73,3,148,3,0,0,0,accounting,low,1,1.0,0.0
3151,KO,0.79,0.91,4,200,3,0,0,0,sales,medium,2,1.0,0.0
3150,REITER,0.88,0.74,5,245,2,0,0,0,sales,medium,2,1.0,0.0
3147,PANTOJA,0.49,0.71,3,154,2,0,0,0,sales,medium,2,1.0,0.0
3146,ZHU,0.76,0.74,3,183,3,0,0,0,sales,medium,2,1.0,0.0
3142,MASSIE,0.81,0.8,4,229,2,0,0,0,sales,medium,2,1.0,0.0
3140,CHRISTENSON,0.66,0.76,3,139,5,0,0,0,sales,low,1,1.0,0.0
3139,FAJARDO,0.55,0.92,3,198,3,0,0,0,sales,low,1,1.0,0.0
3135,ARMENTA,0.73,0.87,3,142,3,0,0,0,management,low,1,1.0,0.0
3127,AGEE,0.67,0.93,3,206,3,0,0,0,RandD,low,1,1.0,0.0
3108,SAGE,0.6,0.98,4,195,3,0,0,0,support,medium,2,1.0,0.0
3126,MANZO,0.49,0.71,3,196,3,0,0,0,RandD,low,1,1.0,0.0
3125,MOREY,0.84,0.79,4,222,3,0,0,0,RandD,low,1,1.0,0.0
3121,BOSTIC,0.66,0.76,3,155,4,1,0,0,product_mng,low,1,1.0,0.0
3119,DRURY,0.61,0.92,4,159,5,0,0,0,IT,medium,2,1.0,0.0
3118,SORIA,0.5,0.77,3,166,3,0,0,0,IT,medium,2,1.0,0.0
3117,GROOMS,0.75,0.96,3,138,2,0,0,0,IT,medium,2,1.0,0.0
3116,NAGLE,0.56,0.7,3,214,2,0,0,0,IT,medium,2,1.0,0.0
3113,ELROD,0.98,0.84,3,286,4,0,0,0,technical,medium,2,1.0,0.0
3152,CRIDER,0.83,0.98,3,159,2,0,0,0,sales,medium,2,1.0,0.0
3155,BRACKETT,1.0,0.89,3,194,3,0,0,0,sales,medium,2,1.0,0.0
3156,MCLEMORE,0.49,0.98,3,267,3,1,0,0,sales,medium,2,1.0,0.0
3162,ALMANZA,0.64,0.91,5,246,3,0,0,0,hr,low,1,1.0,0.0
3189,BOX,0.97,0.85,4,219,3,0,0,0,technical,medium,2,1.0,0.0
3188,KITCHENS,0.95,0.86,5,143,3,0,0,0,technical,medium,2,1.0,0.0
3187,HARDWICK,0.56,0.9,4,115,3,0,0,0,technical,medium,2,1.0,0.0
3186,ZHAO,0.94,0.7,5,147,2,0,0,0,support,medium,2,1.0,0.0
3185,HEALEY,0.9,0.74,5,249,3,0,0,0,support,medium,2,1.0,0.0
3184,CARDOZA,0.6,0.83,3,230,3,0,0,0,support,medium,2,1.0,0.0
3181,KEMPER,0.65,0.7,4,157,4,0,0,0,support,medium,2,1.0,0.0
3179,BRANT,0.59,0.91,4,142,3,1,0,0,support,medium,2,1.0,0.0
3178,LEMKE,0.63,0.83,4,145,4,0,0,0,support,medium,2,1.0,0.0
3177,KOZLOWSKI,0.57,0.82,5,218,3,0,0,0,support,medium,2,1.0,0.0
3175,KOONTZ,0.75,0.96,3,252,3,0,0,0,technical,medium,2,1.0,0.0
3173,MARVIN,0.93,0.77,5,106,5,0,0,0,technical,medium,2,1.0,0.0
3169,VALLES,0.72,0.82,5,287,3,0,0,0,technical,medium,2,1.0,0.0
3166,TIRADO,0.61,0.83,3,112,4,1,0,0,technical,low,1,1.0,0.0
3165,MCINTIRE,0.81,0.83,4,259,3,1,0,0,technical,low,1,1.0,0.0
3164,GRABER,0.15,0.93,4,185,5,0,0,0,hr,low,1,1.0,0.0
3163,NIELSON,0.65,0.96,5,173,2,0,0,0,hr,low,1,1.0,0.0
3110,ZHENG,0.57,0.99,4,222,2,0,0,0,support,medium,2,1.0,0.0
3107,HERSHBERGER,0.74,0.96,4,154,4,0,0,0,support,medium,2,1.0,0.0
3009,LAMAR,0.95,0.71,3,251,2,1,0,0,hr,low,1,1.0,0.0
3020,HAMMONS,0.83,0.82,5,179,3,0,0,0,technical,low,1,1.0,0.0
3035,BOWIE,0.34,0.82,6,197,5,1,0,0,technical,medium,2,1.0,0.0
3034,FABIAN,0.6,0.94,4,160,2,0,0,0,support,medium,2,1.0,0.0
3033,KREBS,0.49,0.95,4,181,3,0,0,0,support,medium,2,1.0,0.0
3032,BANDA,0.93,0.94,4,188,3,0,0,0,support,medium,2,1.0,0.0
3031,HAGGERTY,0.98,0.8,4,134,2,1,0,0,support,medium,2,1.0,0.0
3029,ESPINO,0.82,0.89,4,237,3,0,0,0,support,medium,2,1.0,0.0
3026,MENARD,0.74,0.86,3,221,2,0,0,0,support,medium,2,1.0,0.0
3024,AYRES,0.41,0.96,6,171,5,1,0,0,support,medium,2,1.0,0.0
3019,MCMILLIAN,0.62,0.79,4,216,2,1,0,0,technical,low,1,1.0,0.0
3105,KRIEGER,0.24,0.7,5,147,6,1,0,0,support,medium,2,1.0,0.0
3018,PAXTON,0.65,0.89,3,151,2,0,0,0,technical,low,1,1.0,0.0
3017,FORTUNE,0.98,0.78,4,155,3,1,0,0,technical,low,1,1.0,0.0
3016,GRIGSBY,1.0,0.81,5,178,2,0,0,0,technical,low,1,1.0,0.0
3015,HOUGHTON,0.91,0.76,3,116,5,0,0,0,technical,low,1,1.0,0.0
3014,COLBY,0.76,0.73,3,158,2,0,0,0,technical,low,1,1.0,0.0
3013,ZIELINSKI,0.86,0.94,3,151,2,0,0,0,technical,low,1,1.0,0.0
3012,BAIR,0.73,0.93,5,167,3,0,0,0,hr,low,1,1.0,0.0
3011,FULTZ,0.89,0.73,3,210,2,0,0,0,hr,low,1,1.0,0.0
3036,BRANSON,0.71,0.77,3,145,3,0,0,0,technical,high,3,1.0,0.0
3039,NEWSOM,0.16,0.87,3,99,5,1,0,0,IT,medium,2,1.0,0.0
3041,EZELL,0.72,0.8,5,244,3,0,0,0,IT,medium,2,1.0,0.0
3044,CLARY,0.71,0.9,3,262,2,1,0,0,product_mng,low,1,1.0,0.0
3104,DEES,0.96,0.82,4,274,3,0,0,0,support,medium,2,1.0,0.0
3103,NETTLES,0.99,0.75,4,208,2,0,0,0,support,medium,2,1.0,0.0
3100,JANSSEN,0.73,0.88,4,148,2,0,0,0,support,low,1,1.0,0.0
3097,LIVELY,0.73,0.71,3,210,3,0,0,0,technical,low,1,1.0,0.0
3095,WOLFORD,0.91,0.98,3,259,4,0,0,0,technical,low,1,1.0,0.0
3092,DUNAWAY,0.61,0.71,4,243,3,1,0,0,technical,low,1,1.0,0.0
3085,LIMON,0.63,0.76,4,245,3,0,0,0,hr,low,1,1.0,0.0
3081,KUNTZ,0.97,0.81,3,249,2,0,0,0,sales,low,1,1.0,0.0
3073,TONG,0.57,0.96,4,257,3,0,0,0,sales,medium,2,1.0,0.0
3068,ROYER,0.7,0.97,4,244,3,0,0,0,sales,medium,2,1.0,0.0
3066,BROWNLEE,0.93,0.7,3,159,2,0,0,0,sales,medium,2,1.0,0.0
3062,VERGARA,0.76,0.9,5,142,3,0,0,0,marketing,low,1,1.0,0.0
3057,GIRON,0.58,0.77,4,145,3,1,0,0,support,low,1,1.0,0.0
3053,OSULLIVAN,0.54,0.72,3,172,2,0,0,0,RandD,low,1,1.0,0.0
3049,SOMMERS,0.83,0.79,4,143,3,0,0,0,RandD,low,1,1.0,0.0
3048,SMALLS,0.82,0.82,5,285,2,1,0,0,IT,low,1,1.0,0.0
3046,KOPP,0.66,0.81,4,148,4,0,0,0,product_mng,low,1,1.0,0.0
5095,STRAIT,0.73,0.87,4,155,3,1,0,0,technical,high,3,1.0,0.0
5096,MARLOWE,0.73,0.71,4,148,3,0,0,0,management,high,3,1.0,0.0
5097,HANN,0.53,0.83,4,246,3,0,0,0,IT,high,3,1.0,0.0
7112,CANTERBURY,0.51,0.96,4,204,3,1,0,0,sales,medium,2,1.0,0.0
7128,POTEET,0.71,0.99,5,208,2,1,0,0,accounting,low,1,1.0,0.0
7126,WINGER,0.93,0.78,2,188,2,0,0,0,sales,low,1,1.0,0.0
7124,WEIDMAN,0.83,0.78,3,257,2,0,0,0,sales,low,1,1.0,0.0
7123,AGUILA,0.68,1.0,4,185,2,1,0,0,sales,low,1,1.0,0.0
7121,SOUCY,0.93,1.0,3,148,4,0,0,0,sales,low,1,1.0,0.0
7120,LIGGETT,0.57,0.95,3,274,4,0,0,0,sales,low,1,1.0,0.0
7114,CARRUTHERS,0.96,0.83,3,234,3,0,0,0,sales,low,1,1.0,0.0
7113,HILBURN,0.88,0.82,3,244,3,0,0,0,sales,low,1,1.0,0.0
7111,WEISMAN,0.71,0.95,6,204,3,1,0,0,sales,medium,2,1.0,0.0
7130,MCNEW,0.83,0.82,3,134,3,0,0,0,accounting,low,1,1.0,0.0
7109,MCGUINNESS,0.78,0.91,4,202,2,0,0,0,sales,medium,2,1.0,0.0
7108,KELLNER,0.76,0.93,4,187,4,0,0,0,marketing,low,1,1.0,0.0
7107,MONREAL,0.99,0.79,3,271,4,0,0,0,marketing,high,3,1.0,0.0
7104,BUTTERWORTH,0.92,0.78,3,194,3,0,0,0,technical,medium,2,1.0,0.0
7103,STEDMAN,0.56,0.78,3,200,2,0,0,0,support,medium,2,1.0,0.0
7101,ANTONELLI,0.58,0.82,4,268,3,0,0,0,sales,medium,2,1.0,0.0
7097,FOWLKES,0.58,0.96,3,192,4,0,0,0,RandD,medium,2,1.0,0.0
7096,CURCIO,0.84,0.83,4,222,3,0,0,0,RandD,medium,2,1.0,0.0
7129,ACREE,0.98,0.74,4,202,3,0,0,0,accounting,low,1,1.0,0.0
7134,SOLER,0.86,0.88,4,274,3,0,0,0,hr,medium,2,1.0,0.0
6992,LITTON,0.63,0.94,4,145,3,0,0,0,technical,medium,2,1.0,0.0
7163,GARFIELD,0.85,0.76,4,262,2,0,0,0,IT,low,1,1.0,0.0
7182,ARBUCKLE,1.0,0.87,4,268,2,0,0,0,marketing,medium,2,1.0,0.0
7181,BRUNELLE,0.46,0.88,5,169,3,0,0,0,management,medium,2,1.0,0.0
7180,SAIZ,0.52,0.74,4,174,3,0,0,0,technical,medium,2,1.0,0.0
7178,GOBER,0.97,0.97,4,242,2,0,0,0,accounting,medium,2,1.0,0.0
7177,SMEDLEY,0.84,0.99,3,144,4,0,0,0,sales,medium,2,1.0,0.0
7175,KUSHNER,0.81,0.87,4,161,2,0,0,0,RandD,medium,2,1.0,0.0
7172,KOWAL,0.62,0.95,3,189,4,0,0,0,RandD,low,1,1.0,0.0
7164,EALY,0.78,0.99,3,174,3,0,0,0,IT,low,1,1.0,0.0
7162,STOCKDALE,0.99,0.71,3,191,3,0,0,0,IT,low,1,1.0,0.0
7136,SUNDERLAND,0.3,0.86,6,232,3,0,0,0,technical,medium,2,1.0,0.0
7158,SNAPP,0.63,0.87,2,101,3,0,0,0,technical,low,1,1.0,0.0
7157,CAVENDER,0.89,0.75,3,167,2,0,0,0,technical,low,1,1.0,0.0
7156,VIRAMONTES,0.81,0.78,3,166,2,0,0,0,support,low,1,1.0,0.0
7155,PAHL,0.56,0.78,4,193,2,1,0,0,support,low,1,1.0,0.0
7150,BATCHELDER,0.7,0.9,3,224,3,0,0,0,support,medium,2,1.0,0.0
7144,BYBEE,0.95,0.74,4,258,3,0,0,0,technical,medium,2,1.0,0.0
7143,ALEX,0.84,0.78,3,221,3,1,0,0,technical,medium,2,1.0,0.0
7138,RABE,0.8,0.98,3,209,3,0,0,0,technical,medium,2,1.0,0.0
7092,WOOLF,0.29,0.95,5,117,4,0,0,0,product_mng,low,1,1.0,0.0
7091,DAS,0.96,1.0,5,148,3,0,0,0,product_mng,low,1,1.0,0.0
7087,RABY,0.94,0.8,5,170,4,0,0,0,IT,high,3,1.0,0.0
7019,EBERSOLE,0.81,0.81,4,177,3,0,0,0,RandD,medium,2,1.0,0.0
7035,VANHOUTEN,0.8,0.82,4,202,3,0,0,0,sales,low,1,1.0,0.0
7030,LABONTE,0.71,0.96,5,135,4,1,0,0,marketing,low,1,1.0,0.0
7028,KELLAR,0.42,0.74,5,256,6,0,0,0,management,medium,2,1.0,0.0
7026,ALBERTO,0.78,0.89,3,211,3,0,0,0,support,medium,2,1.0,0.0
7025,HINSHAW,0.93,1.0,4,145,3,0,0,0,accounting,medium,2,1.0,0.0
7024,JULIEN,0.57,0.97,5,126,5,0,0,0,sales,medium,2,1.0,0.0
7022,CLAYPOOL,0.85,0.99,3,201,3,0,0,0,RandD,medium,2,1.0,0.0
7020,WEISSMAN,0.62,0.73,3,138,3,0,0,0,RandD,medium,2,1.0,0.0
7017,MELLON,0.52,0.84,4,212,3,0,0,0,IT,medium,2,1.0,0.0
7086,TSENG,0.57,0.91,4,252,4,0,0,0,IT,low,1,1.0,0.0
7011,DIZON,0.99,0.94,3,244,3,0,0,0,IT,high,3,1.0,0.0
7010,LEDUC,0.91,0.85,5,214,2,0,0,0,IT,low,1,1.0,0.0
7009,REVELS,0.69,0.94,3,170,3,0,0,0,IT,high,3,1.0,0.0
7007,KEOUGH,0.86,0.97,4,155,3,0,0,0,management,low,1,1.0,0.0
7002,KORNEGAY,0.68,0.75,5,243,3,1,0,0,support,low,1,1.0,0.0
7001,LEVAN,0.63,0.81,3,215,3,0,0,0,support,medium,2,1.0,0.0
7000,WINE,0.56,0.76,3,207,2,0,0,0,support,medium,2,1.0,0.0
6998,CROSSMAN,0.54,0.77,3,185,3,0,0,0,support,medium,2,1.0,0.0
7036,CHAIREZ,0.97,0.82,4,176,2,0,0,0,sales,low,1,1.0,0.0
7038,BLIZZARD,0.96,0.93,3,156,3,0,0,0,sales,low,1,1.0,0.0
7042,MENEFEE,0.53,0.97,3,189,3,0,0,0,sales,low,1,1.0,0.0
7043,NALLEY,0.57,0.86,3,258,2,0,0,0,sales,low,1,1.0,0.0
7082,CASALE,0.26,0.73,4,178,6,0,0,0,technical,low,1,1.0,0.0
7081,HOPP,0.7,1.0,4,261,3,0,0,0,technical,low,1,1.0,0.0
7080,LASKOWSKI,0.97,0.95,4,173,2,0,0,0,technical,low,1,1.0,0.0
7076,VALLEY,0.57,0.7,3,210,2,0,0,0,support,medium,2,1.0,0.0
7073,MARKOWITZ,0.55,0.91,3,243,4,0,0,0,support,medium,2,1.0,0.0
7072,ROTHWELL,0.62,0.94,3,151,4,0,0,0,support,medium,2,1.0,0.0
7071,BEDWELL,0.57,0.73,3,129,3,0,0,0,support,medium,2,1.0,0.0
7069,BOTTOMS,0.73,0.87,3,181,3,0,0,0,support,low,1,1.0,0.0
7065,ARAMBULA,0.53,0.83,3,267,4,0,0,0,technical,medium,2,1.0,0.0
7057,SEYMORE,0.18,0.97,4,206,3,0,0,0,hr,high,3,1.0,0.0
7056,STLOUIS,0.91,1.0,6,242,3,1,0,0,hr,medium,2,1.0,0.0
7055,TITTLE,0.49,0.83,3,168,4,1,0,0,hr,low,1,1.0,0.0
7051,BEHM,0.54,0.75,3,181,3,0,0,0,accounting,low,1,1.0,0.0
7050,HACKWORTH,0.68,0.84,3,209,3,0,0,0,sales,high,3,1.0,0.0
7048,MOFFATT,0.24,0.7,5,194,3,0,0,0,sales,low,1,1.0,0.0
7047,MORALEZ,0.92,0.82,4,207,4,0,0,0,sales,low,1,1.0,0.0
7046,SMOCK,0.43,0.86,5,125,3,1,0,0,sales,low,1,1.0,0.0
7188,BOGER,0.92,0.78,4,212,2,0,0,0,sales,medium,2,1.0,0.0
7190,CURETON,0.56,0.96,3,244,3,0,0,0,sales,medium,2,1.0,0.0
7191,HUSTED,0.27,0.96,3,255,4,0,0,0,sales,low,1,1.0,0.0
7287,MARONEY,0.13,0.72,3,244,4,0,0,0,technical,medium,2,1.0,0.0
7304,POYNTER,0.78,0.78,3,252,3,0,0,0,support,medium,2,1.0,0.0
7303,BARTELL,0.61,0.71,3,152,4,1,0,0,support,medium,2,1.0,0.0
7299,CONLIN,0.52,0.79,5,265,3,1,0,0,support,high,3,1.0,0.0
7298,TROTT,0.94,0.89,2,118,4,0,0,0,support,medium,2,1.0,0.0
7292,GANDHI,0.79,0.87,4,253,2,0,0,0,technical,medium,2,1.0,0.0
7291,TABB,0.84,0.72,3,256,4,0,0,0,technical,medium,2,1.0,0.0
7290,BROGDON,0.32,0.87,2,197,2,1,0,0,technical,medium,2,1.0,0.0
7289,LOOS,0.7,0.9,3,173,2,0,0,0,technical,medium,2,1.0,0.0
7286,MONTANA,0.87,0.76,5,254,2,1,0,0,hr,low,1,1.0,0.0
7271,SEIBEL,0.79,0.98,3,195,2,0,0,0,sales,low,1,1.0,0.0
7284,GILLMAN,0.74,0.87,3,192,3,1,0,0,hr,low,1,1.0,0.0
7283,HOLLIFIELD,0.75,0.82,3,169,3,0,0,0,hr,low,1,1.0,0.0
7282,MATTA,0.5,0.94,3,262,4,0,0,0,accounting,low,1,1.0,0.0
7281,NIEMEYER,0.91,0.98,4,146,3,0,0,0,accounting,low,1,1.0,0.0
7280,PILKINGTON,0.61,0.82,3,157,2,0,0,0,accounting,low,1,1.0,0.0
7276,LILLIE,0.58,0.83,4,207,3,0,0,0,sales,low,1,1.0,0.0
7275,RHONE,0.6,0.7,3,147,2,0,0,0,sales,low,1,1.0,0.0
7274,DRESSLER,0.83,0.91,4,266,3,1,0,0,sales,low,1,1.0,0.0
7306,PASCHALL,0.8,0.97,4,259,2,0,0,0,support,low,1,1.0,0.0
7308,WALTMAN,0.96,0.91,4,228,3,1,0,0,support,low,1,1.0,0.0
7311,CZARNECKI,0.64,0.89,4,146,3,0,0,0,technical,low,1,1.0,0.0
7312,BLOODWORTH,0.51,0.78,3,155,2,0,0,0,management,low,1,1.0,0.0
7349,KANGAS,0.71,0.7,4,213,3,0,0,0,sales,low,1,1.0,0.0
7344,GREELEY,0.45,0.71,2,172,2,0,0,0,sales,low,1,1.0,0.0
7342,MINNICH,0.75,0.76,3,246,3,0,0,0,sales,medium,2,1.0,0.0
7340,GUDINO,0.67,0.95,3,229,3,0,0,0,sales,medium,2,1.0,0.0
7338,HOWARTH,0.59,0.76,4,234,3,0,0,0,sales,high,3,1.0,0.0
7337,MCCREADY,0.77,0.72,4,223,3,0,0,0,sales,medium,2,1.0,0.0
